Date,ActualReturn,sigma_EGARCH,VaR_95,ES_95,VaR_99,ES_99
2025-02-11,0.07601405909696268,0.8711227772468335,-1.4328694596744935,-1.7968761095384818,-2.026534620876724,-2.3217288135853926
2025-02-12,-0.32265907611721545,0.7910311883518507,-1.3011305191922748,-1.6316701633511812,-1.8402137233223277,-2.108267571932394
2025-02-13,1.050212466938305,0.7953033552292924,-1.3081576083755766,-1.6404824166850893,-1.850152269655212,-2.119653811845842
2025-02-14,-0.004915336877786558,0.7760201080517163,-1.2764394893161388,-1.6007066157615715,-1.8052927285790537,-2.068259827253723
2025-02-18,0.29314663077091296,0.7194030005716078,-1.1833126347299812,-1.4839217830383273,-1.6735816409583615,-1.917363107282891
2025-02-19,0.23522760284260258,0.6698724250588713,-1.1018420879528628,-1.381754430564992,-1.5583562919142877,-1.785353513084434
2025-02-20,-0.41690424344764665,0.6237977402853062,-1.0260559755924183,-1.286715588180692,-1.4511705469442027,-1.6625546080279778
2025-02-21,-1.7252150441072978,0.6711747838382218,-1.1039842775146695,-1.384440822699128,-1.5613860314918682,-1.788824578223151
2025-02-24,-0.45606580502868255,1.0610845896011245,-1.7453288357077241,-2.188712772819,-2.468451879196074,-2.82801773719471
2025-02-25,-0.4985563759225542,1.052128684456185,-1.730597682647437,-2.170239312573712,-2.4476173283020324,-2.8041483314463496
2025-02-26,0.05045193024182382,1.0532683230300703,-1.732472221289106,-2.1725900596559944,-2.4502685240755655,-2.8071857123795234
2025-02-27,-1.6090694407467687,0.9472804899818178,-1.5581377496869606,-1.9539675989874052,-2.2037039539895678,-2.5247054325556832
2025-02-28,1.5485199007902573,1.2234387382532381,-2.0123776459687717,-2.523602754595679,-2.846144107754629,-3.2607263229144605
2025-03-03,-1.7675268140930456,1.1703384741071725,-1.9250354838960344,-2.4140721596595625,-2.7226144211474224,-3.119202743808248
2025-03-04,-1.1907507261229355,1.440591103428049,-2.3695615014276497,-2.9715257194222913,-3.351316050821991,-3.8394838945600918
2025-03-05,1.0690354858783557,1.5242672411669342,-2.507196500076746,-3.1441255604190452,-3.545975855958795,-4.062498726765383
2025-03-06,-1.7910329035776051,1.3967742259001898,-2.297489151504262,-2.881144084960592,-3.2493827509379476,-3.722702529481691
2025-03-07,0.5589106079687767,1.625462743073702,-2.673648288419268,-3.3528628182642772,-3.7813917966821,-4.332206417482332
2025-03-10,-2.699659929296594,1.455804389045274,-2.394585129452991,-3.0029063585092097,-3.3867074454747983,-3.880030559725302
2025-03-11,-0.8347814223819583,1.9026298966546216,-3.129547686258659,-3.9245790557760176,-4.426179015169024,-5.070916256618968
2025-03-12,0.5292522932692556,1.8305683980615854,-3.011017068934345,-3.7759368796999837,-4.258538901116917,-4.878856925829379
2025-03-13,-1.3419953983158095,1.6251780179907365,-2.673179957333868,-3.3522755121890255,-3.780729427090657,-4.331447564142323
2025-03-14,2.0445277681773177,1.7075070729518498,-2.808599201990142,-3.5220967082872967,-3.9722554490712345,-4.550872132172313
2025-03-17,0.7681526477030687,1.5989992068357635,-2.630119644856333,-3.2982761431343444,-3.719828405415369,-4.261675424380341
2025-03-18,-1.0867062696459762,1.4447023421257952,-2.376323887310901,-2.9800060241388526,-3.360880222226167,-3.850441226400561
2025-03-19,1.0831797436465784,1.5043966937972288,-2.474512358166175,-3.103138327867371,-3.499750050329253,-4.009539461349589
2025-03-20,-0.28957726501657177,1.3841171226963218,-2.2766700693926807,-2.85503611607603,-3.219937925808114,-3.6889686380343574
2025-03-21,0.03297563774022905,1.2935163405317542,-2.1276450442446517,-2.668152722334986,-3.0091689888331348,-3.447498145034899
2025-03-24,1.7750193730790897,1.1562124460767922,-1.9018002354558452,-2.384934220722088,-2.6897523658703055,-3.081553853024675
2025-03-25,0.24007823092286884,1.1212667468171762,-1.8443196752823103,-2.3128512792919755,-2.6084565126908275,-2.9884160784180183
2025-03-26,-1.2010067262382407,1.0136472691188843,-1.6673013870596518,-2.090863204306449,-2.35809616954202,-2.701587116070342
