Date,ActualReturn,sigma_GJR-GARCH,VaR_95,ES_95,VaR_99,ES_99
2025-05-01,0.7061921549296635,1.481912427896097,-2.437529031849357,-3.0567597446257038,-3.447443826150786,-3.9496140761358562
2025-05-02,1.4735143881567936,1.3446547264055915,-2.2117602037256767,-2.773636525832207,-3.128134664092616,-3.583792898271381
2025-05-05,-0.575079865633743,1.2715173069528751,-2.091459854073005,-2.622775034019046,-2.9579915838359563,-3.3888660079066057
2025-05-06,-0.8393668386905695,1.1996872104080467,-1.9733098592469696,-2.474610173911534,-2.7908897914467463,-3.1974234131465167
2025-05-07,0.41968397269700475,1.1919025721643168,-1.9605052687972653,-2.45855270090438,-2.7727800148182684,-3.17667568459908
2025-05-08,0.6943627636357697,1.0852190799951056,-1.7850265397668892,-2.23849529525733,-2.5245970996151708,-2.892341324193548
2025-05-09,-0.12749277843102647,1.0002707221866365,-1.6452989253220573,-2.0632712296290774,-2.326977668024178,-2.6659357529673926
2025-05-12,3.2513073241944745,0.9162515299469316,-1.507099652233046,-1.8899637657198094,-2.131519798778712,-2.442006607028163
2025-05-13,0.6582229834052988,1.183279387117752,-1.9463213915975495,-2.440765546667324,-2.7527194866177314,-3.1536930491883024
2025-05-14,0.12771384418934772,1.0894385647898164,-1.791966974635336,-2.2471988805844627,-2.534413089096894,-2.903587155070944
2025-05-15,0.48724526983479066,0.9964407285131145,-1.6389991463369635,-2.055371052626031,-2.3180677703841903,-2.655727999364887
2025-05-16,0.6314102279206146,0.9245516718273827,-1.5207521707093177,-1.9070845746807448,-2.1508288161965368,-2.464128263198829
2025-05-19,0.10932163119026228,0.8624615968359063,-1.4186230856618989,-1.7790105817767297,-2.0063857022410794,-2.2986449123892085
2025-05-20,-0.33677927027300214,0.7977972890010031,-1.3122597643853517,-1.6456266858170723,-1.8559540271830297,-2.126300679598806
2025-05-21,-1.6994383379737243,0.770019739369763,-1.266569761126582,-1.58832957843154,-1.7913337836523304,-2.0522675593152635
2025-05-22,0.03945692246958288,1.1671643991491016,-1.9198145951890355,-2.407524954591561,-2.715230418616668,-3.1107431540935537
2025-05-23,-0.6849289817504989,1.0710579182212803,-1.7617335014613662,-2.2092848854972758,-2.491653311028684,-2.8545987944573312
2025-05-27,2.0577493615418163,1.0583562213959579,-1.7408410693697967,-2.183084932778607,-2.462104745622384,-2.820746051455961
2025-05-28,-0.5802215424402846,1.078971916095189,-1.774750869567951,-2.2256091902703736,-2.510064023157815,-2.875691294130659
2025-05-29,0.3939716947836125,1.0464144072292656,-1.7211985330253323,-2.1584523997520972,-2.4343239316235086,-2.7889185585221656
2025-05-30,-0.11192921280187562,0.9665321521865863,-1.5898039160893187,-1.9936782491829879,-2.2484900174313833,-2.5760152364291264
2025-06-02,0.5617305162378017,0.8977645622416848,-1.4766912963517358,-1.8518304606622207,-2.0885126807601493,-2.3927348778090654
2025-06-03,0.5686288008742046,0.8398424653887445,-1.3814179252625427,-1.7323538096459752,-1.9537657338863241,-2.238360081604362
2025-06-04,-0.02683763078676904,0.7893756785190356,-1.298407447839315,-1.628255322016079,-1.8363624315423046,-2.103855283584053
2025-06-05,-0.48445882397398776,0.7372982765914443,-1.212747744396507,-1.5208345980783247,-1.7152122782824823,-1.9650578514079726
2025-06-06,1.021661208921465,0.7465091155290676,-1.2278982262303224,-1.5398339135228483,-1.7366398938631549,-1.989606710325841
2025-06-09,0.09008769765985747,0.7333753489653307,-1.2062951026624258,-1.5127427250210155,-1.7060861839394568,-1.9546024089134673
2025-06-10,0.5653754979559444,0.6874154507999711,-1.130697797470814,-1.417940654443591,-1.599167472551339,-1.8321094347575058
2025-06-11,-0.2856194072335505,0.6577472174096868,-1.081897896173562,-1.356743609453332,-1.5301488408773036,-1.7530372372331815
2025-06-12,0.3966452380753438,0.6474931726160801,-1.065031493403875,-1.3355924599288047,-1.506294365571377,-1.7257080112331982
2025-06-13,-1.1242927662180158,0.617676755383462,-1.0159878513761047,-1.2740897542290983,-1.4369310067307612,-1.6462408720250608
2025-06-16,0.946911814478657,0.8517776214244953,-1.401049509956179,-1.756972608860518,-1.9815310587564388,-2.2701698291928913
2025-06-17,-0.8581750648374964,0.8172457943301424,-1.3442497089147716,-1.6857433668463644,-1.901198016208745,-2.1781351125664994
2025-06-18,-0.015075043315082581,0.8982314704295747,-1.47745929197804,-1.8527935581613113,-2.0895988716304195,-2.3939792881510256
2025-06-20,-0.2351194621375896,0.8337473232633956,-1.371392308630878,-1.71978128192044,-1.939586312961042,-2.2221152221368534
2025-06-23,0.982881092575294,0.7907089600585279,-1.3006005008152963,-1.631005498923603,-1.8394641082172003,-2.107408764502832
2025-06-24,1.0986736854918355,0.767562484304873,-1.2625279362207527,-1.5832609669378788,-1.7856173535561475,-2.045718448173302
2025-06-25,0.05601062999573969,0.7559972019503751,-1.243504739593239,-1.5594051109028166,-1.7587124835380794,-2.0148944931797796
2025-06-26,0.7793534795984769,0.7073498221119017,-1.1634869204242402,-1.4590595374583188,-1.6455417548731894,-1.8852388046517163
2025-06-27,0.49560298346520426,0.6853938790944435,-1.1273726079188342,-1.4137707325953046,-1.5944645935119637,-1.8267215131004846
2025-06-30,0.4769712304524276,0.6537276566841511,-1.0752863071354128,-1.348452410064216,-1.5207979443288755,-1.7423242468279405
2025-07-01,-0.03236320793869041,0.6259463576738479,-1.0295901366968923,-1.29114756878647,-1.4561689784381637,-1.6682811336460013
2025-07-02,0.4523032166476426,0.5968423482414719,-0.9817183012232186,-1.231114355780491,-1.3884629279690912,-1.5907127138377544
2025-07-03,0.7850588492424926,0.5763212910919884,-0.9479641659420123,-1.1887853083746596,-1.3407238102963197,-1.536019700506422
2025-07-07,-0.7480020512419472,0.5759395342011907,-0.94733623173557,-1.187997853546657,-1.339835710965012,-1.535002236612353
2025-07-08,-0.054786626906544456,0.6936889750157054,-1.1410168265308323,-1.430881133191594,-1.613761872273356,-1.8488297207089643
2025-07-09,0.5978718557821949,0.6564763391652992,-1.0798074874838672,-1.3541221526218514,-1.527192335975308,-1.7496500744639119
2025-07-10,0.28162422498709816,0.6330519338663926,-1.0412777694687794,-1.3058043318035517,-1.4726990205075252,-1.6872190163581222
2025-07-11,-0.35215191372728327,0.603242482738552,-0.992245585663718,-1.2443159951773883,-1.403351867249949,-1.607770443311498
2025-07-14,0.19063975979420889,0.6143971030198073,-1.0105933032906074,-1.2673247732944157,-1.4293013944269801,-1.6374998959076574
2025-07-15,-0.4282421636416345,0.5861890790512666,-0.9641952327568192,-1.2091397209800305,-1.3636797178368725,-1.5623194692988474
2025-07-16,0.33376150794746096,0.6160200464987408,-1.0132628077582684,-1.2706724395942726,-1.4330769255388853,-1.6418253879465283
2025-07-17,0.6101040721242512,0.5903338508742197,-0.9710127757226898,-1.2176891949034319,-1.3733218989555838,-1.5733661741014708
2025-07-18,-0.07326812474746092,0.5784874023198902,-0.9515271018516068,-1.1932533737469384,-1.345762938546285,-1.5417928509538765
2025-07-21,0.18943796948640568,0.5592066190590831,-0.919813035574603,-1.1534826551760968,-1.3009091293976642,-1.490405433227768
2025-07-22,0.014311092236773959,0.5394711145261555,-0.8873510193638999,-1.1127739772134062,-1.2549974803843646,-1.4378060859009103
2025-07-23,0.8471458892609363,0.5223979489021027,-0.8592681609636335,-1.077556939815977,-1.2152793578317023,-1.3923024420933656
2025-07-24,0.033109479142545695,0.5381075504270446,-0.8851081560098966,-1.1099613360823128,-1.2518253559412797,-1.4341718954736071
2025-07-25,0.42153555099133655,0.5211716313245599,-0.8572510480484179,-1.075027398842708,-1.2124265165422867,-1.3890340430470387
2025-07-28,-0.025103506196888503,0.5129259849724662,-0.8436881667396173,-1.0580189985060675,-1.193244274681001,-1.3670576291334962
2025-07-29,-0.2641133326156897,0.5014685674608388,-0.8248423919901197,-1.0343856366638737,-1.1665903358108283,-1.3365211570530675
